playerA_hand,playerA_ht,playerA_ioc,playerB_hand,playerB_ht,playerB_ioc,playerA_total_aces,playerA_total_df,playerB_total_aces,playerB_total_df,playerA_is_head,playerB_is_head,ranking_diff,age_diff
R,185,NED,R,183,ARG,897,462,892,667,false,true,40,1
R,188,ITA,R,178,FRA,990,455,791,525,false,true,40,0
R,183,RUS,R,180,KOR,696,545,452,281,false,false,36,7
R,180,PER,R,196,RSA,378,276,387,106,false,false,40,2
R,185,BEL,R,180,SVK,1309,498,425,305,true,false,14,2
R,183,ESP,R,190,FRA,372,389,791,361,true,false,17,3
L,190,AUS,R,180,ARG,2769,939,90,65,false,false,6,5
R,185,ISR,R,183,USA,420,203,156,186,false,false,20,1
R,180,ESP,R,175,ESP,1100,680,185,326,true,false,31,8
R,190,CAN,R,180,ESP,65,35,524,520,false,false,191,4
R,185,FRA,L,188,ESP,1288,679,284,219,false,false,11,7
R,183,BRA,R,183,GER,468,343,1367,868,false,true,6,3
R,190,CZE,R,178,RUS,42,32,492,410,false,false,117,2
R,190,USA,R,185,NED,2659,796,175,181,false,false,11,1
L,188,GEO,R,188,FRA,386,475,96,77,false,false,17,1
L,175,MAR,R,168,BEL,811,368,285,436,true,false,15,7
R,193,SWE,R,193,CRO,503,204,2847,709,false,true,9,5
L,185,ESP,R,183,GER,66,105,521,473,false,false,40,11
R,188,USA,R,193,ECU,1086,807,27,26,false,false,83,1
R,188,ECU,R,183,ESP,1385,661,117,120,false,false,7,1
R,185,USA,R,185,CZE,732,397,707,322,false,false,14,1
R,185,RSA,R,185,RUS,1632,592,119,120,false,false,36,12
R,185,SUI,R,183,ROU,2452,962,1204,506,true,false,48,8
R,183,CHI,R,198,ROU,1252,987,255,118,false,false,36,1
R,188,USA,R,188,USA,1291,495,170,79,false,false,147,5
R,190,CZE,R,185,FRA,1088,558,1024,425,true,false,48,3
R,188,GER,R,185,THA,1719,929,1502,842,false,true,871,1
R,180,ESP,R,185,ARG,1023,424,975,589,true,false,79,2
R,190,ARG,R,175,ESP,944,746,462,878,true,false,23,1
R,180,AUS,R,180,SWE,2023,1218,1732,560,true,false,212,5
R,175,ARG,R,180,ARM,588,418,817,612,false,false,41,8
R,196,BLR,R,178,RUS,2258,857,87,122,false,false,86,6
R,185,NED,R,173,FRA,903,467,1284,740,false,true,55,1
R,175,FRA,R,188,ITA,1502,462,993,461,false,true,98,6
R,183,RUS,R,196,AUS,706,547,2535,886,false,false,38,6
R,180,PER,L,188,ESP,381,278,1266,514,false,true,40,1
R,183,SVK,R,185,BEL,1495,1099,1317,500,false,true,23,3
R,180,USA,R,183,ESP,1564,706,373,390,true,false,53,8
L,190,AUS,R,180,GER,2781,940,1100,963,false,true,122,5
R,183,SWE,R,185,ISR,993,630,422,205,false,false,72,6
R,180,ESP,R,180,ESP,1100,686,690,698,false,true,78,8
R,185,GBR,R,190,CAN,1548,991,66,37,false,false,218,4
R,185,FRA,R,193,NED,1291,682,963,843,true,false,62,0
R,183,USA,R,183,BRA,649,634,470,347,false,true,24,6
R,193,RUS,R,190,CZE,2737,645,46,34,false,false,139,0
R,188,USA,R,190,USA,2877,681,2666,803,false,true,79,5
L,188,GEO,R,190,ESP,391,478,1772,811,false,true,83,5
L,175,MAR,L,185,FIN,814,370,418,337,false,false,13,8
R,183,ARG,R,193,SWE,1113,579,511,208,false,false,24,8
L,185,ESP,R,183,CHI,69,106,1030,646,false,false,24,7
R,188,USA,R,190,BRA,1097,815,2478,592,false,true,27,5
R,188,ECU,R,196,NED,1393,662,1123,468,false,false,44,2
R,185,USA,R,183,USA,742,402,625,351,false,true,11,3
R,175,ARG,R,185,RSA,731,713,1639,598,false,true,13,7
R,185,SUI,R,183,CHI,2458,965,1253,990,true,false,26,1
R,188,USA,R,190,CZE,1300,503,1089,562,false,false,2,6
R,188,GER,R,180,ESP,1727,934,1030,427,false,false,857,3
R,190,ARG,R,180,AUS,946,746,2027,1226,false,true,25,1
R,175,ARG,R,196,BLR,592,420,2260,860,false,true,25,4
R,175,FRA,R,185,NED,1512,464,918,471,false,false,67,0
R,183,RUS,R,180,PER,714,547,385,283,false,false,10,2
R,180,USA,R,183,SVK,1573,708,1500,1104,false,true,28,7
L,190,AUS,R,183,SWE,2800,949,996,640,false,true,98,1
R,185,GBR,R,180,ESP,1551,994,1100,688,false,false,88,0
R,185,FRA,R,183,USA,1299,683,653,635,false,false,55,2
R,188,USA,R,193,RUS,2886,682,2745,648,false,true,29,3
L,188,GEO,L,175,MAR,395,484,818,372,false,false,46,8
R,183,ARG,L,185,ESP,1121,582,69,106,false,false,13,10
R,188,USA,R,188,ECU,1105,821,1395,663,false,false,19,5
R,185,USA,R,175,ARG,751,406,733,717,false,true,4,1
R,185,SUI,R,188,USA,2465,966,1308,508,true,false,18,0
R,190,ARG,R,188,GER,949,747,1727,935,false,false,848,1
R,175,ARG,R,175,FRA,594,423,1517,465,false,false,10,3
R,180,USA,R,183,RUS,1577,709,720,554,true,false,46,12
R,185,GBR,L,190,AUS,1556,997,2803,954,true,false,118,3
R,188,USA,R,185,FRA,2902,683,1300,686,false,false,74,6
L,188,GEO,R,183,ARG,400,493,1129,585,false,true,67,5
R,185,USA,R,188,USA,757,412,1106,830,true,false,4,2
R,185,SUI,R,190,ARG,2469,968,950,748,true,false,33,2
R,180,USA,R,175,ARG,1582,711,596,424,true,false,1,11
R,185,GBR,R,188,USA,1562,1000,2914,687,true,false,7,8
L,188,GEO,R,185,USA,405,499,761,416,true,false,51,2
R,185,SUI,R,180,USA,2481,973,1584,715,true,false,4,11
R,185,GBR,L,188,GEO,1567,1002,405,505,false,false,80,7
R,185,SUI,R,185,GBR,2484,973,1567,1005,false,true,9,7
R,185,SUI,R,173,FRA,2489,973,1288,741,true,false,28,4
R,183,ROU,R,183,RUS,1207,508,729,558,false,true,4,9
R,178,CZE,R,183,SWE,8,6,1009,647,false,false,177,9
R,185,GBR,R,180,ESP,1570,1006,693,699,true,false,9,8
R,180,GER,L,175,AUT,1104,966,767,730,false,true,88,0
R,185,CZE,R,168,BEL,717,327,285,445,false,true,1,2
R,180,SWE,R,188,FRA,1739,562,101,78,false,false,194,5
R,180,AUS,R,183,CHI,2034,1228,1254,993,false,false,12,1
L,185,FIN,R,196,NED,426,339,1144,473,false,false,19,3
R,180,ESP,R,188,SUI,1035,428,424,193,false,false,106,1
R,196,BLR,R,180,ARM,2271,860,822,614,false,false,20,4
R,178,RUS,R,185,THA,493,412,1505,847,false,true,41,2
R,193,NED,L,193,CRO,965,844,1443,554,true,false,567,5
R,185,NED,R,180,ESP,930,472,1101,692,false,false,28,4
R,185,NED,R,188,SVK,181,184,862,782,false,false,45,2
R,183,ESP,R,185,NED,1482,946,134,141,false,false,95,4
R,185,SUI,R,183,ROU,2493,977,1208,510,true,false,51,8
R,185,GBR,R,178,CZE,1578,1009,9,8,false,false,202,7
R,180,GER,R,185,CZE,1114,969,726,329,false,true,42,2
R,180,AUS,R,180,SWE,2047,1232,1751,563,true,false,263,6
L,185,FIN,R,180,ESP,428,340,1038,430,false,false,10,6
R,196,BLR,R,178,RUS,2281,862,494,413,false,true,29,4
R,185,NED,R,193,NED,941,474,967,845,false,true,47,2
R,183,ESP,R,185,NED,1494,948,190,188,false,false,92,3
R,185,GBR,R,185,SUI,1584,1014,2495,980,true,false,10,7
R,180,AUS,R,180,GER,2052,1236,1119,974,false,true,7,5
R,196,BLR,L,185,FIN,2290,864,431,344,true,false,15,4
R,183,ESP,R,185,NED,1502,950,956,477,false,true,59,1
R,180,AUS,R,185,GBR,2056,1238,1587,1016,true,false,2,7
R,183,ESP,R,196,BLR,1506,951,2305,871,false,false,19,2
R,180,AUS,R,183,ESP,2062,1243,1512,951,true,false,10,2
R,178,RUS,R,180,SWE,497,418,1757,566,false,true,148,6
L,193,CRO,R,185,FRA,1455,565,1307,689,true,false,526,5
R,188,SVK,R,178,RUS,865,788,87,123,false,false,42,10
L,175,AUT,R,175,ESP,767,733,465,883,false,false,29,2
R,183,ROU,R,185,RUS,1212,512,218,140,false,false,25,9
R,193,SWE,R,175,ESP,514,210,190,327,true,false,20,2
R,198,USA,R,188,SUI,1401,586,429,195,false,false,69,5
L,183,AUT,R,208,CRO,515,327,875,276,false,false,10,3
R,185,RSA,R,185,NED,1643,600,956,481,false,false,29,7
R,190,FRA,R,190,USA,801,362,25,40,false,false,225,10
R,193,CRO,R,188,ITA,2853,714,993,464,true,false,68,6
R,185,FRA,R,185,USA,123,117,501,244,false,true,19,3
R,188,ECU,R,190,SWE,1401,665,1812,1202,true,false,3,3
R,188,FRA,L,175,MAR,107,80,821,373,false,false,65,7
R,183,USA,R,183,ESP,627,354,117,127,false,false,37,5
R,183,GER,R,185,RUS,1375,871,121,121,false,false,37,6
R,185,CZE,R,180,ARM,731,329,823,615,false,true,7,5
R,183,USA,R,185,USA,657,638,764,420,true,false,3,5
R,185,ARG,R,198,SWE,32,33,753,256,false,true,105,2
L,175,BRA,L,185,USA,94,88,245,124,false,false,14,7
R,180,AUS,R,183,BRA,86,47,473,348,false,false,82,4
R,183,GER,R,190,USA,525,477,2676,806,false,false,5,2
L,183,ARG,R,180,KOR,704,911,454,282,false,true,34,0
R,183,ARG,R,190,FRA,898,668,652,421,false,false,13,2
R,183,ESP,R,180,PER,376,391,387,287,false,false,2,2
R,188,CZE,L,193,LUX,515,570,137,52,false,false,42,9
R,168,BEL,L,190,DEN,285,446,855,335,false,false,31,7
R,190,CZE,R,178,FRA,48,34,792,526,false,false,81,7
R,185,ARG,R,188,GER,977,591,1728,940,true,false,259,1
R,185,BEL,L,188,GEO,1323,500,405,512,true,false,8,1
R,188,USA,R,183,RUS,1106,835,731,561,true,false,10,1
R,180,SVK,R,198,ROU,430,308,257,123,false,true,11,1
R,185,SUI,R,178,RUS,2502,983,497,420,true,false,53,0
L,185,ESP,L,193,CRO,71,106,1460,567,true,false,558,15
R,183,CHI,R,188,SVK,1258,996,868,793,true,false,49,7
R,190,CZE,L,175,AUT,1091,564,770,739,true,false,74,2
R,183,ROU,R,183,CHI,1220,514,1037,650,false,false,39,6
R,180,AUS,R,193,SWE,2072,1246,517,213,false,false,30,4
R,198,USA,L,185,FIN,1412,588,431,347,true,false,31,11
L,183,AUT,R,185,GBR,523,332,1589,1024,false,false,56,7
R,175,ARG,R,185,RSA,597,425,1645,602,false,true,45,10
R,190,ARG,R,190,FRA,957,751,802,366,true,false,57,4
R,193,CRO,R,173,FRA,2871,718,1290,749,true,false,14,1
R,185,FRA,R,188,USA,126,119,1315,508,false,true,104,0
R,175,FRA,R,188,ECU,1525,465,1402,668,true,false,45,2
R,188,FRA,L,188,ESP,111,82,1276,520,false,false,81,1
R,183,USA,R,175,ARG,630,354,733,719,true,false,3,4
R,183,GER,R,180,GER,1381,877,1123,981,false,true,37,1
R,185,CZE,L,188,ESP,737,331,290,222,false,false,17,5
R,183,USA,R,193,RUS,664,640,2760,650,false,false,3,5
R,185,ARG,R,190,BRA,34,36,2485,596,false,false,137,8
R,185,THA,L,175,BRA,1512,851,98,92,false,false,123,1
R,180,AUS,R,196,NED,89,49,1161,476,false,false,112,6
R,183,ARG,R,183,GER,1134,589,530,478,false,false,67,1
R,196,BLR,L,183,ARG,2310,872,708,912,false,true,95,2
R,180,USA,R,183,ARG,1589,716,904,674,true,false,38,7
R,190,ESP,R,183,ESP,1777,812,383,392,true,false,51,2
R,183,SVK,R,188,CZE,1505,1106,517,574,true,false,106,3
R,180,ESP,R,168,BEL,705,706,286,449,true,false,50,2
R,190,CZE,R,196,AUS,51,34,2542,888,false,false,148,3
R,185,ARG,R,193,NED,980,594,968,847,false,true,83,1
R,185,BEL,R,180,ESP,1332,501,1041,433,false,false,40,5
R,183,SWE,R,188,USA,1011,649,1110,841,true,false,9,9
R,188,USA,R,180,SVK,2928,688,439,310,true,false,73,0
L,185,ESP,R,185,SUI,72,108,2510,985,false,false,33,5
R,183,CHI,R,190,CZE,1264,998,1093,567,true,false,7,6
R,183,ROU,R,180,AUS,1224,517,2081,1256,false,false,32,7
R,198,USA,L,183,AUT,1418,589,525,335,false,true,2,11
R,175,ARG,R,190,ARG,599,428,958,752,true,false,23,2
R,185,FRA,R,193,CRO,131,119,2880,721,false,true,81,3
R,175,FRA,R,188,FRA,1535,466,115,85,false,false,93,2
R,183,GER,R,183,USA,1389,880,635,355,false,false,9,5
R,183,USA,R,185,CZE,667,644,741,334,false,true,16,4
R,185,THA,R,185,ARG,1515,852,35,40,false,false,146,5
R,183,ARG,R,180,AUS,1139,593,93,50,false,false,107,8
R,180,USA,R,196,BLR,1593,719,2320,874,true,false,25,7
R,190,ESP,R,183,SVK,1790,812,1505,1113,true,false,23,1
R,180,ESP,R,190,CZE,712,709,55,35,false,false,140,3
R,185,ARG,R,185,BEL,983,602,1341,502,true,false,34,3
R,188,USA,R,183,SWE,2937,689,1013,649,false,false,25,10
R,183,CHI,L,185,ESP,1272,1003,73,111,true,false,12,6
R,183,ROU,R,198,USA,1232,519,1422,594,false,true,12,3
R,175,ARG,R,185,FRA,601,429,136,126,false,false,117,0
R,183,GER,R,175,FRA,1394,880,1538,468,false,true,31,1
R,183,USA,R,185,THA,672,645,1523,855,false,false,26,5
R,183,ARG,R,180,USA,1145,595,1602,720,false,true,16,6
R,190,ESP,R,180,ESP,1800,813,715,711,true,false,14,6
R,188,USA,R,185,ARG,2949,691,985,608,false,true,94,5
R,183,CHI,R,183,ROU,1279,1008,1239,521,true,false,28,7
R,175,ARG,R,183,GER,603,431,1398,882,true,false,40,4
R,183,USA,R,183,ARG,677,649,1146,598,false,true,15,2
R,188,USA,R,190,ESP,2961,696,1807,817,true,false,3,6
R,175,ARG,R,183,CHI,607,434,1283,1014,true,false,18,1
R,188,USA,R,183,USA,2965,696,678,651,false,false,33,8
R,188,USA,R,175,ARG,2977,698,611,435,true,false,1,1
R,188,USA,R,198,USA,2994,705,1442,598,true,false,58,12
R,183,FRA,L,188,GEO,52,53,412,518,false,false,87,4
R,201,GER,R,188,GER,339,401,1728,945,false,false,998,2
R,190,SWE,R,183,USA,1821,1207,685,657,true,false,52,0
R,190,USA,R,188,USA,2682,807,1115,848,false,true,40,4
R,190,USA,R,185,FRA,31,43,1034,428,false,false,302,12
L,183,AUT,R,183,USA,539,340,161,188,false,false,11,2
R,183,GER,L,175,PHI,1415,886,117,66,false,false,67,2
R,185,USA,R,196,RSA,766,421,394,110,false,false,46,1
R,198,SWE,R,180,KOR,776,260,463,285,false,false,3,7
R,185,BEL,R,196,BIH,1351,502,118,45,false,false,260,2
R,190,FRA,R,183,USA,810,372,641,356,true,false,43,7
R,185,RSA,L,193,USA,1661,603,315,101,false,false,227,7
R,185,RUS,R,170,BEL,227,145,263,512,false,false,20,4
R,190,CAN,R,183,GER,178,99,532,483,false,false,92,1
R,188,USA,R,175,FRA,1327,510,195,159,false,false,85,4
R,188,USA,R,183,FRA,3009,706,58,54,false,false,158,5
R,190,SWE,R,201,GER,1828,1210,346,406,true,false,8,2
R,190,USA,R,190,USA,2693,807,33,48,false,false,303,8
R,183,GER,L,183,AUT,1426,892,547,343,true,false,21,4
R,198,SWE,R,185,USA,793,263,773,421,true,false,32,3
R,185,BEL,R,190,FRA,1356,503,814,375,false,true,4,5
R,185,RUS,R,185,RSA,236,149,1663,604,false,false,41,11
R,188,USA,R,190,CAN,1330,512,207,109,false,false,149,5
R,190,SWE,R,188,USA,1837,1213,3026,713,false,false,78,8
R,183,GER,R,190,USA,1435,896,2701,813,false,true,6,0
R,198,SWE,R,185,BEL,808,267,1366,507,false,false,6,2
R,188,USA,R,185,RUS,1348,516,238,154,true,false,68,1
R,183,GER,R,190,SWE,1441,898,1844,1219,true,false,23,3
R,198,SWE,R,188,USA,823,269,1356,517,false,true,52,1
R,198,SWE,R,183,GER,831,276,1451,904,false,false,14,5
R,185,NED,R,180,ITA,966,482,9,0,false,false,156,1
R,180,SWE,R,178,RUS,1766,569,500,420,false,false,414,6
R,188,SVK,R,185,CZE,882,793,744,336,false,false,3,4
R,180,ARM,R,190,ITA,833,619,39,45,false,false,200,11
R,180,ESP,R,180,ESP,721,711,1102,693,false,false,70,8
L,193,CRO,R,188,CZE,1485,573,524,580,true,false,607,4
R,196,CRO,R,178,FRA,585,283,793,529,false,false,37,12
L,185,ESP,R,208,CRO,75,113,900,280,false,false,26,7
R,183,SVK,R,185,RUS,1518,1114,133,124,false,false,38,6
R,183,RUS,R,180,ITA,736,565,38,75,false,false,89,6
R,188,SUI,R,175,ESP,431,196,468,889,false,false,76,2
R,185,FRA,L,188,ESP,1042,428,1293,523,true,false,64,8
R,180,SVK,R,193,CRO,453,311,2881,722,false,true,27,3
R,190,FRA,L,183,ITA,671,423,19,7,false,false,82,4
R,185,FRA,R,185,SUI,1318,690,3,1,false,false,198,7
R,196,NED,R,188,ITA,1176,478,997,469,true,false,56,6
R,180,SWE,R,185,NED,1776,570,975,483,false,false,409,3
R,188,SVK,R,180,ARM,889,796,833,622,false,false,8,1
R,180,ESP,L,193,CRO,729,713,1507,579,false,false,734,11
R,196,CRO,L,185,ESP,595,284,75,116,false,true,66,2
R,183,RUS,R,183,SVK,741,566,1520,1115,true,false,13,5
R,185,FRA,R,188,SUI,1048,429,440,201,false,false,38,3
R,190,FRA,R,180,SVK,685,431,476,315,true,false,1,7
R,196,NED,R,185,FRA,1198,480,1321,691,false,false,43,2
R,180,SWE,R,188,SVK,1785,573,899,798,false,false,415,1
R,196,CRO,R,180,ESP,603,284,730,716,false,false,88,2
R,185,FRA,R,183,RUS,1065,431,750,570,false,true,42,9
R,190,FRA,R,196,NED,702,434,1217,481,false,false,45,3
R,196,CRO,R,180,SWE,616,286,1789,574,false,false,359,9
R,185,FRA,R,190,FRA,1072,432,711,437,false,false,34,2
R,185,FRA,R,196,CRO,1083,433,637,287,false,false,10,11
R,183,ESP,U,?,ESP,1515,954,3,6,false,false,614,3
R,198,CZE,R,?,ESP,341,250,3,11,false,false,393,7
R,196,CRO,R,185,ISR,644,289,422,207,false,false,29,5
R,183,ESP,R,190,ESP,117,127,596,181,false,false,69,4
R,193,CRO,R,188,ESP,2890,724,25,19,false,false,204,5
L,188,ESP,R,188,ESP,296,222,843,718,false,false,22,10
R,185,NED,R,185,NED,981,484,134,142,false,false,4,3
R,175,ESP,R,193,ECU,192,328,29,28,false,false,72,1
R,175,ESP,R,183,ESP,470,892,49,31,false,false,77,7
R,180,ESP,R,180,ESP,737,616,50,56,false,false,13,1
R,170,BEL,R,188,AUT,265,516,82,55,false,false,58,4
R,180,ESP,R,173,ESP,1050,434,642,386,false,false,53,1
R,180,ESP,R,183,ESP,1104,698,383,394,false,true,48,5
R,175,ESP,L,175,AUT,12,38,770,742,false,false,34,6
R,175,ESP,R,185,NED,361,300,193,190,false,true,18,5
L,188,ESP,R,185,RUS,1302,526,137,127,false,false,56,2
R,183,ESP,R,198,CZE,1517,958,343,254,true,false,93,3
R,196,CRO,R,183,ESP,650,293,117,128,false,false,6,6
L,188,ESP,R,193,CRO,299,224,2893,725,false,false,37,5
R,175,ESP,R,185,NED,195,329,984,486,true,false,11,3
R,175,ESP,R,180,ESP,470,897,739,617,false,false,43,2
R,170,BEL,R,180,ESP,265,518,1051,436,false,false,69,3
R,175,ESP,R,180,ESP,12,40,1104,699,false,false,20,9
R,175,ESP,L,188,ESP,368,302,1311,531,false,false,86,1
R,183,ESP,R,196,CRO,1521,959,652,293,true,false,74,4
L,188,ESP,R,175,ESP,300,226,196,336,false,false,6,2
R,175,ESP,R,170,BEL,472,900,265,521,true,false,49,0
R,175,ESP,R,175,ESP,373,303,12,43,false,false,13,2
L,188,ESP,R,183,ESP,300,229,1522,962,false,true,70,4
R,175,ESP,R,175,ESP,375,309,473,906,false,false,52,2
L,188,ESP,R,175,ESP,303,232,378,310,false,false,37,3
R,193,RUS,R,173,ESP,2766,650,644,390,true,false,117,3
R,175,ESP,R,180,ESP,12,44,50,57,false,false,48,4
R,201,SUI,R,193,POL,1371,878,5,6,false,false,437,11
R,185,ARG,R,175,ESP,36,43,479,908,false,false,39,5
R,175,ESP,R,188,ESP,197,337,27,23,false,false,64,1
R,190,ARG,R,185,POL,500,330,3,3,false,false,270,1
R,185,CZE,R,188,CZE,526,221,527,584,false,false,43,3
L,175,AUT,R,185,FRA,775,742,485,312,false,false,5,5
L,185,ESP,R,198,ROU,78,117,261,124,false,false,17,5
R,185,FRA,R,190,ESP,209,336,600,183,false,false,172,6
L,183,ARG,R,178,CZE,712,917,122,89,false,false,21,0
R,190,POL,R,185,RUS,2,3,140,129,false,false,272,1
R,180,ESP,R,175,ESP,528,521,380,313,true,false,26,6
R,188,ESP,R,183,ARG,844,719,21,30,false,false,13,6
R,175,FRA,R,183,ESP,197,161,118,128,false,false,20,0
R,175,CHI,R,178,RUS,37,43,509,422,false,false,58,3
R,175,ESP,R,193,RUS,12,44,2771,651,false,false,124,2
R,185,ARG,R,201,SUI,38,45,1373,879,false,false,24,13
R,190,ARG,R,175,ESP,503,333,205,340,true,false,52,1
R,185,CZE,L,175,AUT,527,221,777,744,false,true,67,1
L,185,ESP,R,185,FRA,79,117,211,341,false,false,201,7
L,183,ARG,R,190,POL,715,917,3,6,false,false,173,6
R,180,ESP,R,188,ESP,536,523,849,722,true,false,35,1
R,175,CHI,R,175,FRA,44,45,200,164,false,false,2,0
R,185,ARG,R,175,ESP,40,46,12,46,false,false,38,2
R,190,ARG,R,185,CZE,504,334,532,226,false,false,58,5
L,185,ESP,L,183,ARG,80,117,716,920,false,false,83,10
R,180,ESP,R,175,CHI,536,525,44,47,false,false,4,3
R,190,ARG,R,185,ARG,506,336,40,47,false,false,6,1
L,185,ESP,R,180,ESP,82,119,538,529,false,false,39,11
L,185,ESP,R,190,ARG,86,120,515,339,false,false,34,3
R,185,CZE,L,178,ARG,748,339,10,17,false,false,84,2
L,183,ARG,R,183,ESP,718,923,54,32,false,false,53,10
R,185,ARG,L,203,BEL,991,612,250,144,true,false,98,7
L,175,AUT,R,180,FRA,782,747,104,62,false,false,11,3
R,188,CZE,R,198,ROU,529,586,268,127,false,false,37,7
L,190,GER,R,183,AUT,1,3,79,79,false,false,353,6
R,180,ESP,R,185,FRA,543,532,50,26,false,false,81,6
R,175,ESP,R,183,GER,13,47,89,144,false,false,25,4
R,185,FRA,R,188,FRA,171,149,1,4,false,false,55,2
R,185,FRA,R,173,ESP,213,345,647,395,false,false,251,2
R,183,ARG,R,178,GER,22,39,119,78,false,false,3,4
L,190,NOR,R,183,GER,35,19,536,484,false,false,129,3
R,188,FRA,R,178,CZE,122,88,128,89,false,false,56,5
R,201,GER,R,188,GER,346,408,353,143,false,false,107,2
R,175,GER,R,188,SUI,114,101,444,204,false,false,53,4
R,183,USA,R,?,GER,89,66,1,5,false,false,969,8
R,185,CZE,R,180,GER,756,341,1127,983,true,false,68,3
R,208,CRO,L,183,ARG,913,282,720,927,false,false,103,3
R,185,ARG,R,190,GER,996,615,85,64,false,false,33,6
L,175,AUT,L,188,ESP,784,748,1312,532,false,true,78,5
R,183,ROU,R,188,CZE,1242,521,530,588,true,false,105,1
R,178,RUS,L,190,GER,513,425,1,4,false,false,410,5
R,180,ESP,R,180,ESP,1056,436,550,534,false,true,59,0
R,183,ARG,R,175,ESP,909,676,14,47,false,false,99,5
R,185,FRA,R,180,ESP,175,152,732,718,false,false,111,4
R,175,ESP,R,185,FRA,207,341,216,350,true,false,309,3
L,185,ESP,R,183,ARG,87,123,26,48,false,false,75,6
R,190,ARG,L,190,NOR,962,754,35,22,false,false,226,7
R,190,CZE,R,188,FRA,1096,568,123,90,false,false,61,6
R,183,RUS,R,201,GER,756,572,349,414,true,false,43,5
R,196,CZE,R,175,GER,190,82,114,102,false,false,111,6
R,175,ARG,R,183,USA,740,721,92,69,false,false,269,1
R,185,CZE,R,208,CRO,759,343,921,284,false,false,17,0
R,185,ARG,L,175,AUT,997,620,784,750,true,false,31,1
R,178,RUS,R,183,ROU,515,425,1244,521,false,false,46,7
R,180,ESP,R,183,ARG,1057,437,912,678,true,false,22,3
R,175,ESP,R,185,FRA,207,341,176,153,false,false,83,4
L,185,ESP,R,190,ARG,90,124,964,758,false,true,41,6
R,190,CZE,R,183,RUS,1102,570,761,577,false,true,16,7
R,175,ARG,R,196,CZE,742,722,193,86,false,false,56,7
R,185,ARG,R,185,CZE,1001,621,762,346,false,false,6,1
R,178,RUS,R,180,ESP,519,426,1057,437,false,true,11,6
R,175,ESP,L,185,ESP,210,344,92,125,false,false,10,4
R,175,ARG,R,190,CZE,744,725,1108,571,true,false,14,4
R,185,ARG,R,178,RUS,1002,621,522,426,true,false,7,3
R,175,ARG,R,175,ESP,745,727,215,347,true,false,36,3
R,185,ARG,R,175,ARG,1016,627,746,728,false,false,59,1
R,180,ARM,R,180,SWE,838,623,1794,576,false,false,47,2
R,196,BLR,L,175,MAR,2325,876,822,375,true,false,13,4
R,190,FRA,R,180,PER,830,378,400,290,false,false,19,5
R,193,SWE,R,188,USA,521,216,1117,850,false,true,10,3
R,185,THA,R,183,ARG,1530,860,915,679,false,false,24,1
R,183,RUS,R,183,SWE,766,580,1013,654,true,false,46,10
R,178,RUS,L,188,ESP,524,426,308,235,true,false,6,3
R,185,CZE,L,190,FRA,767,347,693,439,false,false,22,1
L,188,ESP,R,180,GER,1322,533,1131,984,true,false,1,5
R,188,USA,R,175,ESP,1361,522,219,355,true,false,8,0
R,188,FRA,R,196,CRO,21,8,659,296,false,false,149,1
R,185,BEL,R,185,FRA,1375,508,485,313,false,false,71,2
R,193,CRO,R,173,FRA,2906,727,1293,752,true,false,75,1
L,183,AUT,R,190,ARG,548,344,968,759,false,false,18,2
R,170,BEL,R,183,ITA,268,525,59,201,false,false,84,2
R,193,FRA,R,190,SWE,32,16,1850,1224,false,false,209,12
R,188,USA,R,180,ARM,3033,713,842,626,false,false,76,9
R,196,BLR,R,183,CHI,2333,876,1288,1022,false,false,52,3
R,190,FRA,R,183,SVK,838,378,1520,1118,false,true,42,3
R,193,SWE,R,188,ITA,527,217,1011,471,true,false,53,12
R,185,GBR,R,185,THA,1594,1025,1533,863,true,false,18,5
R,183,RUS,R,190,CZE,769,580,1109,572,true,false,2,7
R,183,USA,R,178,RUS,688,657,525,427,true,false,8,7
R,185,CZE,R,198,ROU,773,348,273,131,false,false,27,2
L,188,ESP,R,175,ARG,1336,537,753,732,false,false,18,2
R,183,ROU,R,188,USA,1255,522,1373,522,true,false,13,8
R,185,ARG,R,188,FRA,1021,627,23,11,false,false,165,7
R,188,GER,R,185,BEL,1733,947,1378,508,true,false,31,2
R,193,RUS,R,193,CRO,2784,654,2923,731,false,true,16,1
L,183,AUT,R,180,ESP,549,351,733,722,false,false,31,1
R,183,CHI,R,170,BEL,1049,651,269,525,true,false,108,0
R,180,AUS,R,193,FRA,2086,1264,43,23,false,false,281,5
R,196,BLR,R,188,USA,2347,877,3046,714,false,true,69,5
R,193,SWE,R,190,FRA,532,220,845,381,false,false,13,9
R,183,RUS,R,185,GBR,770,581,1595,1027,false,false,12,8
R,185,CZE,R,183,USA,776,348,690,661,false,false,42,5
L,188,ESP,R,183,ROU,1354,538,1262,525,false,false,4,7
R,185,ARG,R,188,GER,1027,628,1738,952,true,false,4,0
R,193,RUS,L,183,AUT,2792,654,551,353,false,true,36,1
R,180,AUS,R,183,CHI,2087,1264,1050,652,true,false,13,2
R,196,BLR,R,193,SWE,2358,881,539,224,false,false,29,7
R,185,CZE,R,183,RUS,783,354,772,581,false,true,43,3
R,185,ARG,L,188,ESP,1033,628,1360,541,false,true,14,3
R,193,RUS,R,180,AUS,2802,655,2089,1268,false,true,4,1
R,185,CZE,R,196,BLR,796,359,2374,885,false,false,8,2
R,193,RUS,R,185,ARG,2809,658,1037,628,false,true,7,2
