playerA_hand,playerA_ht,playerA_ioc,playerB_hand,playerB_ht,playerB_ioc,playerA_total_aces,playerA_total_df,playerB_total_aces,playerB_total_df,playerA_is_head,playerB_is_head,ranking_diff,age_diff
R,178,ITA,R,?,ESP,939,1239,201,173,true,false,32,1
R,196,CZE,L,190,FRA,873,412,3033,1301,true,false,100,5
R,185,SUI,R,185,CZE,8241,2052,3727,1784,true,false,37,3
R,196,CZE,R,185,RUS,4890,1588,3038,1584,true,false,28,3
R,188,ESP,R,180,UKR,1500,1750,1815,614,false,true,16,5
R,?,ESP,R,193,FRA,96,55,3751,1566,false,false,38,5
R,188,SRB,R,175,ESP,3632,1567,1691,1551,true,false,55,7
L,185,ESP,R,190,ITA,2314,1166,2170,1374,true,false,34,3
R,175,ESP,R,188,BUL,2321,1973,1180,531,true,false,8,10
R,183,SUI,R,183,ESP,3189,1362,4536,1302,true,false,17,1
R,196,CAN,R,180,ESP,2894,573,2791,1808,true,false,8,8
R,188,FRA,R,178,ITA,3985,934,940,1242,true,false,1,2
R,185,SUI,R,196,CZE,8247,2053,873,413,true,false,43,4
R,188,ESP,R,196,CZE,1500,1751,4896,1590,false,false,33,2
R,188,SRB,R,?,ESP,3634,1567,96,55,false,false,60,4
R,175,ESP,L,185,ESP,2322,1974,2315,1168,false,true,5,5
R,183,SUI,R,196,CAN,3194,1365,2900,573,true,false,7,6
R,185,SUI,R,188,FRA,8251,2053,3988,936,true,false,8,4
R,188,SRB,R,188,ESP,3640,1568,1500,1752,true,false,36,4
R,183,SUI,R,175,ESP,3200,1366,2323,1976,false,true,3,3
R,185,SUI,R,188,SRB,8254,2054,3642,1568,true,false,2,6
R,183,SUI,R,185,SUI,3205,1368,8257,2055,false,true,1,3
R,188,SLO,R,?,AUS,341,342,26,15,false,false,281,9
R,180,GER,R,?,GBR,266,446,31,15,false,false,233,8
R,183,CRO,R,203,FRA,1491,564,139,48,false,false,160,7
R,?,ESP,R,196,GER,204,175,617,235,false,false,43,4
R,175,LTU,R,180,CZE,418,304,317,193,false,false,38,7
R,190,FRA,L,203,FRA,2148,981,352,196,false,false,42,6
R,185,FRA,R,188,NED,2488,1495,161,94,false,false,28,4
R,?,GER,R,185,FRA,129,82,15,31,false,false,54,8
L,190,FRA,R,185,SVK,3042,1302,756,309,false,false,25,7
R,188,FRA,U,?,CRO,633,372,27,9,false,false,201,6
R,193,UKR,R,175,GBR,1354,526,79,74,false,false,33,5
R,178,RUS,R,190,NED,2461,2011,681,184,false,false,11,6
R,185,FRA,R,188,SLO,3199,1402,343,344,true,false,107,1
R,183,CRO,R,180,GER,1507,567,266,448,true,false,55,2
R,190,LAT,R,?,ESP,2735,1138,207,176,false,false,28,0
R,190,FRA,R,175,LTU,2160,983,418,306,false,false,108,9
R,?,GER,R,185,FRA,141,83,2505,1496,false,false,50,9
L,190,FRA,R,190,ITA,3056,1306,2180,1376,false,false,94,4
R,188,FRA,R,193,UKR,636,375,1363,528,true,false,55,2
R,188,FRA,R,178,RUS,4007,938,2470,2014,true,false,53,4
R,185,FRA,R,183,CRO,3202,1404,1514,569,true,false,25,2
R,190,LAT,R,190,FRA,2744,1138,2166,985,false,false,18,7
R,?,GER,L,190,FRA,150,84,3064,1308,false,false,9,10
R,188,FRA,R,188,FRA,4020,940,640,376,true,false,26,2
R,190,LAT,R,185,FRA,2759,1139,3205,1405,false,true,14,2
R,188,FRA,R,?,GER,4030,943,152,84,false,false,107,5
R,190,LAT,R,188,FRA,2773,1142,4038,943,false,true,13,3
R,180,IND,R,188,AUS,405,194,445,324,false,true,38,3
R,185,KAZ,L,183,FRA,556,428,393,247,false,false,31,1
R,188,ARG,R,?,POR,901,529,154,143,false,false,48,1
R,178,POR,R,183,ITA,45,43,270,899,false,false,95,9
R,198,ROU,U,?,MDA,1919,656,3,10,false,false,85,8
R,?,ESP,R,183,KAZ,102,59,424,214,false,false,1,4
R,178,POR,R,185,RUS,81,163,3038,1588,false,false,211,1
R,185,ESP,R,?,COL,996,580,49,23,false,false,18,3
R,175,ESP,R,?,ESP,1695,1553,13,25,false,false,131,12
R,190,POL,R,188,RUS,860,831,930,810,false,false,24,3
R,183,ARG,R,?,JPN,747,575,4,8,false,false,128,10
R,180,URU,R,?,KAZ,752,301,18,7,false,false,88,1
R,196,CZE,R,180,IND,4902,1594,406,194,true,false,96,1
R,188,ARG,R,185,KAZ,902,532,556,433,true,false,27,0
R,178,POR,R,188,ESP,47,47,1500,1754,false,false,140,7
R,198,ROU,R,?,ESP,1921,658,103,65,false,false,33,10
R,185,ESP,R,178,POR,1003,584,82,166,false,false,145,2
R,190,ESP,R,175,ESP,1095,723,1696,1562,false,false,26,5
R,183,ARG,R,190,POL,752,577,860,839,false,true,14,0
R,196,CAN,R,180,URU,2906,578,752,304,false,false,152,5
R,196,CZE,R,188,ARG,4907,1596,909,537,true,false,82,2
R,198,ROU,R,178,POR,1923,658,49,50,false,true,86,9
R,185,ESP,R,190,ESP,1005,585,1095,723,true,false,67,0
R,183,ARG,R,196,CAN,754,579,2912,584,false,true,53,8
R,196,CZE,R,198,ROU,4912,1598,1923,659,true,false,87,4
R,183,ARG,R,185,ESP,756,583,1006,588,true,false,36,3
R,183,ARG,R,196,CZE,756,586,4918,1601,false,true,56,3
R,185,USA,L,203,FRA,353,236,355,201,false,false,5,5
R,185,FRA,R,?,FRA,2361,1434,35,20,false,false,112,12
L,190,ARG,R,183,KAZ,248,191,426,216,false,false,11,3
R,?,AUT,R,188,USA,131,88,319,133,false,false,9,4
R,183,ARG,R,185,FRA,759,589,2513,1500,false,false,5,1
R,190,FRA,U,?,FRA,2175,987,2,0,false,false,271,6
R,188,FRA,R,?,COL,642,376,55,24,false,false,31,5
R,188,ARG,R,?,CRO,916,540,6,3,false,false,168,10
R,175,ESP,R,188,AUS,1700,1564,446,331,true,false,14,7
R,185,RUS,R,?,KAZ,3042,1588,19,7,false,false,67,4
R,190,NED,R,183,ITA,1407,598,270,899,false,false,47,5
L,190,SVK,R,193,AUS,429,334,933,248,false,true,19,3
R,206,USA,R,185,USA,5432,807,355,238,true,false,68,8
L,190,ARG,R,185,FRA,249,192,2364,1436,false,false,38,9
R,183,FRA,R,?,AUT,2348,1071,131,92,true,false,28,9
R,183,ARG,R,190,FRA,759,590,2177,991,false,true,10,1
R,188,ARG,R,188,FRA,926,545,642,379,false,false,30,3
R,175,ESP,R,198,USA,1705,1566,4265,1241,false,false,3,7
R,185,RUS,R,190,NED,3045,1589,1412,601,true,false,18,4
R,190,LAT,L,190,SVK,2784,1145,433,335,false,true,43,1
L,190,ARG,R,206,USA,254,194,5448,808,false,false,34,6
R,183,FRA,R,183,ARG,2353,1073,761,590,true,false,18,2
R,175,ESP,R,188,ARG,1707,1568,931,549,false,true,16,6
R,190,LAT,R,185,RUS,2802,1150,3049,1589,false,true,13,6
L,190,ARG,R,183,FRA,256,199,2354,1074,true,false,15,6
R,190,LAT,R,175,ESP,2806,1156,1707,1573,true,false,42,8
R,190,LAT,L,190,ARG,2815,1162,257,202,false,false,26,2
L,185,ESP,R,193,AUS,2320,1169,936,249,true,false,56,6
R,?,AUS,R,190,NED,32,24,701,188,false,false,497,9
R,185,USA,R,180,GER,371,250,272,456,false,false,17,6
R,193,FRA,R,183,USA,3761,1571,813,427,false,false,78,6
R,190,ITA,R,180,AUS,2197,1381,4610,2553,false,false,18,3
L,183,USA,R,190,NED,374,489,1423,607,false,false,46,2
R,180,SRB,R,?,FRA,86,63,37,30,false,false,76,4
R,178,JPN,R,194,AUS,630,650,414,278,true,false,37,4
R,196,CAN,R,185,ESP,2933,591,1011,593,false,false,66,5
R,198,ROU,R,185,GER,1931,663,103,66,false,false,59,8
R,180,TPE,R,178,TPE,1045,905,204,133,false,false,120,2
R,188,BUL,L,190,USA,1194,535,97,48,false,false,71,1
R,196,FRA,R,185,CAN,1191,604,1124,291,false,false,94,5
R,?,AUS,R,178,GER,67,32,2216,776,false,false,102,14
R,?,ESP,R,175,USA,208,177,193,114,false,false,28,1
R,198,ARG,R,?,USA,2856,974,188,64,false,false,125,3
R,190,GBR,R,178,JPN,3903,1395,243,237,false,false,108,3
L,173,FRA,L,180,USA,38,32,499,264,false,false,128,1
L,193,GER,L,190,FRA,1075,660,3074,1313,false,false,42,0
L,188,ESP,R,180,IND,6347,2153,412,195,false,false,70,4
R,185,FRA,R,181,SLO,144,171,367,171,false,true,15,9
R,185,POL,L,188,ARG,444,210,703,297,false,true,1,1
L,?,SLO,L,190,ARG,21,15,261,203,false,false,130,0
L,190,SVK,R,206,USA,442,337,5458,808,false,true,93,4
R,188,FRA,R,183,ITA,4053,944,272,905,false,false,60,4
L,188,BRA,R,188,GER,1499,654,136,108,false,false,41,1
R,198,CRO,R,190,ESP,2985,1098,1108,726,true,false,1,2
R,183,FRA,R,196,GER,2386,1091,1134,365,true,false,40,3
L,188,ESP,R,?,CHN,3263,2541,53,56,true,false,220,7
R,188,RUS,R,193,UKR,935,814,1377,536,false,true,3,0
R,188,SLO,R,185,CZE,353,350,3732,1795,false,false,55,9
R,185,SUI,R,183,AUS,8268,2060,192,59,false,false,127,11
R,196,CZE,R,?,KAZ,4926,1601,27,9,false,false,87,2
L,203,FRA,R,?,CHN,374,214,13,27,false,false,117,4
R,172,BIH,R,180,CZE,4,3,319,199,false,false,85,9
R,183,CRO,R,208,CRO,1522,571,8242,1329,true,false,41,5
R,203,RSA,L,?,CZE,2687,718,86,65,false,false,62,7
R,?,AUT,R,?,POR,151,95,162,143,false,false,86,4
R,188,FRA,R,183,ARG,648,385,770,594,false,false,1,0
R,188,ESP,R,188,GER,1507,1757,4606,2391,false,false,46,5
R,183,RUS,R,?,GER,2981,1833,154,92,false,false,90,8
R,190,GER,R,180,USA,1638,718,130,106,false,false,76,9
R,180,ESP,L,188,ESP,321,706,485,414,true,false,36,2
R,203,POL,R,?,AUS,750,396,13,7,false,false,299,4
R,188,FRA,R,188,NED,2242,1139,170,101,true,false,69,2
R,180,UKR,R,175,LTU,1823,618,428,309,false,false,72,2
L,183,FRA,R,188,USA,396,250,340,145,false,false,76,1
R,175,ESP,R,?,COL,2325,1982,57,28,false,false,71,7
R,183,SUI,R,185,KAZ,3209,1369,556,433,false,false,77,2
L,185,COL,R,183,KAZ,740,557,428,219,false,false,21,4
R,188,AUS,R,190,FRA,453,338,2184,995,false,false,21,5
R,193,CAN,R,?,AUS,707,296,255,79,false,false,127,3
R,180,ESP,R,196,CZE,2804,1808,884,425,false,false,29,3
R,185,FRA,R,?,ESP,2529,1504,110,72,false,true,25,10
R,178,RUS,R,190,POL,2476,2018,868,851,true,false,11,1
R,185,FRA,R,185,FRA,3217,1405,18,31,false,false,167,4
R,178,ITA,R,178,RUS,943,1246,382,491,false,false,73,4
L,185,FIN,R,175,ISR,1955,1317,391,488,false,false,29,4
R,198,USA,R,188,COL,4289,1245,859,319,false,false,18,0
R,190,LAT,R,185,ARG,2832,1173,1120,1005,false,true,18,4
R,185,RUS,R,173,USA,3057,1595,535,695,true,false,66,4
R,188,UZB,R,183,CYP,1641,469,3061,1330,false,true,59,1
R,188,ARG,R,175,ESP,944,550,1708,1577,false,false,38,7
R,188,SRB,R,185,SVK,3651,1568,761,310,false,false,94,0
L,185,ESP,R,?,AUS,2327,1170,36,26,false,false,569,10
R,193,FRA,R,185,USA,3774,1574,376,259,false,false,63,6
L,183,USA,R,190,ITA,380,504,2209,1391,false,true,66,5
R,178,JPN,R,180,SRB,635,653,93,66,false,false,100,1
R,196,CAN,R,198,ROU,2960,594,1937,664,false,false,65,9
R,188,BUL,R,180,TPE,1209,542,1047,907,false,false,31,8
R,196,FRA,R,?,AUS,1223,609,91,43,false,false,155,6
R,?,ESP,R,198,ARG,220,183,2884,976,false,false,57,0
R,190,GBR,L,173,FRA,3908,1400,40,39,false,false,263,1
L,188,ESP,L,193,GER,6355,2156,1081,663,true,false,117,1
R,185,FRA,R,185,POL,156,179,456,216,false,false,55,4
L,190,SVK,L,?,SLO,458,342,33,23,false,false,79,1
R,188,FRA,L,188,BRA,4066,950,1508,659,true,false,119,2
R,183,FRA,R,198,CRO,2393,1099,3000,1105,true,false,17,4
R,188,RUS,L,188,ESP,937,818,3274,2559,false,true,46,2
R,185,SUI,R,188,SLO,8279,2060,359,353,false,false,93,6
R,196,CZE,L,203,FRA,4931,1605,382,223,false,false,79,2
R,172,BIH,R,183,CRO,11,9,1536,573,false,false,154,8
R,203,RSA,R,?,AUT,2702,723,161,98,false,false,115,7
R,188,FRA,R,188,ESP,659,387,1516,1767,false,true,18,0
R,190,GER,R,183,RUS,1656,720,2995,1839,true,false,22,1
R,203,POL,R,180,ESP,765,401,332,707,false,false,28,4
R,188,FRA,R,180,UKR,2264,1149,1838,620,true,false,25,1
R,175,ESP,L,183,FRA,2325,1985,399,251,true,false,68,6
R,183,SUI,L,185,COL,3218,1373,741,560,false,false,79,2
R,193,CAN,R,188,AUS,721,299,462,341,false,false,37,3
R,180,ESP,R,185,FRA,2821,1810,2543,1510,true,false,20,1
R,185,FRA,R,178,RUS,3226,1410,2483,2019,true,false,52,5
R,178,ITA,L,185,FIN,952,1258,1958,1322,false,true,23,6
R,198,USA,R,190,LAT,4308,1249,2839,1177,false,false,27,1
R,188,UZB,R,185,RUS,1655,470,3062,1600,false,true,23,4
R,188,SRB,R,188,ARG,3663,1570,947,557,false,false,96,0
L,185,ESP,R,193,FRA,2329,1170,3784,1579,true,false,31,0
R,178,JPN,L,183,USA,638,654,381,509,true,false,74,0
R,188,BUL,R,196,CAN,1224,547,2981,599,false,false,11,1
R,?,ESP,R,196,FRA,224,184,1237,612,true,false,34,1
R,190,GBR,L,188,ESP,3914,1402,6363,2163,true,false,23,6
R,185,FRA,L,190,SVK,163,184,464,346,false,false,13,9
R,188,FRA,R,183,FRA,4083,950,2400,1102,true,false,9,1
R,185,SUI,R,188,RUS,8285,2061,940,823,true,false,73,4
R,196,CZE,R,172,BIH,4944,1606,16,15,false,false,181,7
R,203,RSA,R,188,FRA,2729,729,667,391,false,true,19,3
R,190,GER,R,203,POL,1673,720,768,408,true,false,17,7
R,175,ESP,R,188,FRA,2327,1986,2273,1157,true,false,28,5
R,183,SUI,R,193,CAN,3218,1373,721,299,false,false,22,5
R,180,ESP,R,185,FRA,2837,1813,3229,1415,false,false,9,4
R,178,ITA,R,198,USA,961,1261,4318,1250,false,false,35,0
R,188,SRB,R,188,UZB,3669,1571,1660,471,true,false,47,1
L,185,ESP,R,178,JPN,2341,1171,641,655,true,false,16,3
R,188,BUL,R,?,ESP,1235,550,229,185,false,true,40,3
R,190,GBR,R,185,FRA,3921,1405,166,192,false,false,115,7
R,185,SUI,R,188,FRA,8292,2062,4091,951,true,false,4,4
R,196,CZE,R,203,RSA,4951,1609,2746,730,true,false,14,1
R,175,ESP,R,190,GER,2330,1987,1677,723,true,false,34,1
R,183,SUI,R,180,ESP,3232,1376,2838,1813,false,true,10,3
R,188,SRB,R,178,ITA,3677,1573,964,1268,true,false,14,0
L,185,ESP,R,188,BUL,2344,1178,1253,555,true,false,21,5
R,185,SUI,R,190,GBR,8302,2062,3930,1406,false,true,2,6
R,196,CZE,R,175,ESP,4961,1613,2332,1988,false,true,4,3
R,183,SUI,R,188,SRB,3249,1381,3684,1574,false,true,6,2
L,185,ESP,R,185,SUI,2347,1179,8310,2063,true,false,5,5
R,183,SUI,R,196,CZE,3267,1385,4982,1620,true,false,1,0
R,183,SUI,L,185,ESP,3286,1387,2348,1182,false,true,7,1
L,185,FIN,R,183,AUS,1963,1325,201,66,true,false,97,11
R,194,AUS,R,185,FRA,425,281,2557,1511,true,false,26,4
R,198,USA,R,185,RUS,4336,1251,3066,1600,false,true,17,5
R,?,AUS,R,183,USA,278,81,818,431,false,false,72,5
R,190,FRA,R,190,NED,2199,999,714,190,false,false,20,5
R,188,FRA,L,183,FRA,2283,1159,403,254,true,false,25,1
L,188,ESP,R,183,KAZ,6376,2166,432,221,true,false,39,6
R,180,AUS,R,?,AUS,4614,2554,44,31,false,false,568,15
R,193,ROU,R,?,JPN,198,55,36,40,false,false,23,2
R,188,BUL,R,190,NED,1259,556,1425,608,false,false,20,4
R,198,CRO,R,188,UZB,3014,1112,1668,473,true,false,8,2
R,188,AUS,R,183,USA,467,348,203,83,false,false,74,0
R,185,SUI,L,185,FIN,8319,2063,1964,1329,true,false,33,0
R,194,AUS,R,198,USA,429,284,4355,1253,false,false,15,2
R,?,AUS,R,?,FRA,296,88,43,21,false,false,21,4
R,188,FRA,R,190,FRA,2293,1162,2211,1005,false,false,16,5
R,180,AUS,L,188,ESP,4625,2556,6384,2174,true,false,32,0
R,193,ROU,R,183,FRA,208,55,2402,1104,false,false,128,6
R,198,CRO,R,188,BUL,3030,1116,1267,557,false,false,14,3
R,178,JPN,R,188,AUS,642,656,470,350,true,false,51,2
R,185,SUI,R,194,AUS,8328,2064,432,289,false,false,55,4
R,188,FRA,R,?,AUS,2300,1162,308,89,false,false,138,0
R,180,AUS,R,193,ROU,4630,2557,215,58,false,false,87,9
R,178,JPN,R,198,CRO,648,658,3044,1127,true,false,20,1
R,185,SUI,R,188,FRA,8348,2067,2304,1169,false,true,28,6
R,180,AUS,R,178,JPN,4637,2560,660,664,true,false,43,8
R,180,AUS,R,185,SUI,4641,2564,8361,2067,false,true,54,0
R,175,ESP,R,183,KAZ,2337,1989,433,224,true,false,53,5
L,188,ESP,R,188,FRA,6399,2177,669,396,false,false,2,2
R,198,USA,U,?,MEX,4359,1254,11,2,false,false,590,4
R,203,RSA,R,185,FRA,2754,732,173,196,false,false,73,6
R,208,CRO,R,206,USA,8257,1331,5466,809,false,false,42,6
R,175,ISR,L,185,COL,393,490,743,563,false,true,6,2
R,188,FRA,R,188,AUS,2311,1170,472,354,true,false,16,1
R,180,UKR,R,193,CAN,1843,620,726,301,false,false,11,2
R,190,LAT,R,180,TPE,2843,1182,1047,909,true,false,29,5
R,163,BEL,R,190,POL,285,335,880,856,true,false,24,8
R,183,CYP,U,?,MEX,3067,1332,2,3,false,false,353,2
R,188,BUL,R,194,AUS,1274,563,438,293,false,false,49,6
R,183,FRA,R,175,USA,2403,1104,195,114,false,false,82,3
L,183,USA,L,185,FIN,382,511,1965,1334,false,false,50,8
R,?,POR,L,183,FRA,164,145,406,256,false,false,23,1
R,190,GBR,R,180,ESP,3937,1410,332,710,false,false,27,2
R,175,ESP,L,188,ESP,2339,1990,6403,2180,true,false,33,1
R,203,RSA,R,198,USA,2765,735,4362,1257,false,true,35,1
R,208,CRO,R,175,ISR,8273,1333,395,494,true,false,18,6
R,180,UKR,R,188,FRA,1854,620,2318,1172,false,true,8,2
R,190,LAT,R,163,BEL,2865,1185,287,341,false,false,89,2
R,188,BUL,R,183,CYP,1275,564,3069,1337,true,false,127,6
R,183,FRA,L,183,USA,2404,1105,384,513,true,false,68,5
R,190,GBR,R,?,POR,3943,1410,164,148,true,false,37,2
R,203,RSA,R,175,ESP,2768,736,2339,1991,false,true,17,4
R,180,UKR,R,208,CRO,1865,623,8291,1337,true,false,17,9
R,188,BUL,R,190,LAT,1279,571,2880,1197,false,false,4,3
R,190,GBR,R,183,FRA,3948,1413,2406,1107,true,false,16,3
R,203,RSA,R,180,UKR,2787,738,1872,624,false,true,17,2
R,188,BUL,R,190,GBR,1284,573,3952,1414,false,true,15,4
R,188,BUL,R,203,RSA,1291,574,2800,745,true,false,1,5
R,175,ESP,R,190,ITA,2340,1993,2212,1392,true,false,48,2
L,188,ESP,R,188,ARG,3281,2560,956,561,true,false,10,3
L,188,BRA,R,183,RUS,1516,662,3000,1842,false,true,31,6
R,?,ESP,R,188,COL,230,187,860,320,false,false,18,0
R,190,GBR,L,183,AUT,3962,1417,3194,1649,true,false,111,6
R,178,ITA,L,188,ESP,967,1269,487,420,true,false,49,1
L,190,SVK,R,?,USA,465,349,6,7,false,false,404,9
R,203,RSA,R,178,GER,2812,747,3118,1203,true,false,6,3
R,180,UKR,R,183,FRA,1882,626,2408,1110,true,false,6,4
R,188,FRA,R,185,TUN,2324,1174,139,91,false,false,40,3
R,?,ESP,R,190,ESP,110,72,1110,727,false,true,15,5
L,188,ESP,U,?,SVK,6411,2182,13,14,false,false,121,9
R,180,ESP,R,206,USA,2844,1814,5476,810,false,true,5,3
R,180,TPE,R,188,ESP,1051,913,1519,1769,false,true,4,0
R,180,SRB,R,?,POR,98,68,168,148,false,true,18,1
R,180,ESP,R,196,CZE,333,710,4987,1624,false,true,40,1
R,175,ESP,L,188,ESP,2341,1993,3286,2565,true,false,30,2
L,188,BRA,R,?,ESP,1516,662,230,187,false,true,44,0
R,190,GBR,R,178,ITA,3966,1418,969,1274,false,false,9,0
R,203,RSA,L,190,SVK,2812,747,465,349,true,false,20,3
R,188,FRA,R,180,UKR,2332,1183,1892,634,true,false,10,2
R,?,ESP,L,188,ESP,111,72,6415,2186,false,false,48,10
R,180,ESP,R,180,TPE,2847,1817,1054,915,true,false,21,1
R,180,ESP,R,180,SRB,334,710,99,68,true,false,21,4
R,175,ESP,L,188,BRA,2342,1994,1517,663,true,false,53,6
R,190,GBR,R,203,RSA,3974,1425,2821,749,false,false,7,1
R,188,FRA,R,?,ESP,2339,1184,112,73,true,false,29,4
R,180,ESP,R,180,ESP,2852,1820,334,713,false,true,25,4
R,190,GBR,R,175,ESP,3978,1427,2343,2000,true,false,5,5
R,180,ESP,R,188,FRA,2858,1826,2344,1188,false,false,13,5
R,190,GBR,R,180,ESP,3984,1432,2866,1830,true,false,11,5
R,185,CZE,R,188,UZB,3736,1795,1671,478,false,false,6,8
R,175,USA,R,185,USA,198,119,382,268,false,false,3,5
R,193,UKR,R,190,POL,1378,537,884,860,false,false,1,3
R,183,USA,R,185,KAZ,820,434,556,435,false,false,47,5
R,188,FRA,R,178,GER,671,397,2222,778,false,false,48,2
L,185,COL,L,190,ARG,747,567,263,207,false,false,31,7
L,?,CZE,R,190,NED,101,75,719,195,false,false,22,6
R,196,CZE,R,180,SRB,891,431,112,70,false,false,46,5
R,208,CRO,R,178,RUS,8299,1338,382,492,false,false,41,5
R,198,USA,R,183,USA,4370,1258,207,83,false,false,70,1
R,180,AUS,R,188,AUS,4645,2574,476,362,true,false,21,7
R,173,USA,L,183,USA,536,700,386,516,true,false,26,11
R,188,FRA,R,?,USA,2357,1193,201,68,false,false,105,5
R,188,COL,R,185,ESP,864,322,1016,596,true,false,26,2
R,185,ARG,R,180,CAN,1122,1007,97,71,false,true,100,4
R,185,FRA,R,183,USA,2368,1438,2170,858,false,false,188,1
R,188,RUS,R,190,FRA,942,824,2216,1008,false,false,21,4
L,188,ARG,R,193,USA,709,299,714,273,false,false,15,1
R,180,TPE,R,180,GER,1055,916,273,457,false,false,45,3
R,178,RUS,R,163,BEL,2491,2023,289,349,false,false,22,9
R,190,NED,L,?,AUS,1426,611,6,3,false,false,173,2
R,?,POR,R,?,KAZ,170,148,30,10,false,false,34,3
L,185,FIN,R,196,GER,1967,1339,1136,365,true,false,44,6
R,?,ESP,R,188,USA,231,189,343,146,true,false,66,1
L,188,ESP,R,175,ISR,6424,2188,396,496,true,false,24,4
R,183,KAZ,R,?,AUS,436,224,325,100,false,false,118,0
R,?,AUT,R,?,USA,165,99,12,8,false,false,265,2
R,185,FRA,L,?,ESP,2566,1515,52,72,false,false,222,0
R,194,AUS,L,190,USA,439,295,98,52,false,false,5,5
R,183,ITA,R,?,ESP,308,259,113,76,false,true,37,10
R,?,COL,L,183,FRA,66,30,409,261,false,true,25,0
R,198,ROU,R,185,FRA,1945,666,178,199,false,false,9,1
L,185,ESP,R,185,CZE,2350,1190,3748,1800,true,false,49,8
R,180,UKR,R,175,USA,1901,637,202,123,false,false,74,1
R,193,FRA,R,193,UKR,3792,1583,1381,538,false,false,58,1
R,178,ITA,R,183,USA,976,1279,829,437,false,false,103,5
R,196,CAN,R,188,FRA,3014,604,674,398,true,false,31,7
L,185,COL,R,203,POL,754,571,778,416,false,false,55,7
L,?,CZE,R,180,ESP,107,81,334,717,false,false,42,8
R,190,GBR,R,196,CZE,3988,1433,896,437,false,false,41,2
R,183,SUI,R,208,CRO,3294,1388,8308,1339,true,false,48,7
R,190,ITA,R,198,USA,2215,1396,4381,1266,true,false,25,4
R,203,RSA,R,180,AUS,2828,751,4647,2576,false,true,23,6
R,185,RUS,R,173,USA,268,108,536,702,false,false,7,12
R,188,GER,R,188,FRA,4611,2393,2358,1194,false,false,36,8
R,178,JPN,R,188,COL,661,664,865,323,true,false,50,2
R,185,RUS,R,185,ARG,3069,1604,1124,1007,false,true,13,2
R,185,SUI,R,185,FRA,8370,2068,2369,1445,true,false,115,0
R,185,FRA,R,188,RUS,3230,1415,942,824,true,false,51,1
L,188,ESP,L,188,ARG,3288,2570,709,305,true,false,93,2
R,180,TPE,R,178,GER,1061,916,3121,1204,false,true,25,0
R,206,USA,R,178,RUS,5491,812,2494,2026,false,true,60,4
R,188,BUL,R,190,NED,1300,576,1428,616,true,false,30,4
R,190,LAT,R,?,POR,2890,1200,171,150,true,false,23,1
L,185,FIN,R,190,GER,1967,1341,1678,726,false,false,11,2
R,?,ESP,R,196,CZE,233,193,4993,1626,false,false,48,3
L,188,ESP,R,190,GBR,6433,2193,247,115,false,true,123,5
R,183,KAZ,R,193,CAN,438,224,728,302,false,false,31,3
R,?,AUT,R,183,FRA,172,103,2413,1114,false,true,78,9
R,185,FRA,R,188,FRA,2568,1519,4098,953,false,true,55,4
R,180,ESP,R,194,AUS,2875,1833,447,299,true,false,52,3
R,198,CRO,R,183,ITA,3050,1128,310,261,true,false,74,7
R,?,COL,R,183,CRO,69,34,1549,581,false,false,57,4
R,188,SRB,R,198,ROU,3689,1574,1946,667,true,false,85,6
R,180,UKR,L,185,ESP,1912,640,2352,1191,false,true,30,2
R,178,ITA,R,193,FRA,977,1282,3800,1593,false,false,11,1
R,196,CAN,L,185,COL,3025,605,755,572,true,false,64,7
R,190,GBR,L,?,CZE,3995,1438,111,92,false,false,71,6
R,183,SUI,R,190,ITA,3301,1391,2215,1399,true,false,29,2
R,203,RSA,R,185,RUS,2842,755,269,110,true,false,96,4
R,188,GER,R,178,JPN,4612,2398,663,666,false,false,9,11
R,185,SUI,R,185,RUS,8379,2069,3076,1610,true,false,22,1
L,188,ESP,R,185,FRA,3293,2571,3232,1418,false,false,24,3
R,206,USA,R,180,TPE,5504,812,1061,918,true,false,36,2
R,190,LAT,R,188,BUL,2900,1206,1305,579,false,true,6,3
R,?,ESP,L,185,FIN,238,196,1974,1341,false,true,13,7
L,188,ESP,R,183,KAZ,6443,2199,442,224,true,false,21,6
R,185,FRA,R,?,AUT,2576,1523,174,108,false,false,36,12
R,198,CRO,R,180,ESP,3056,1130,2877,1834,true,false,9,6
R,188,SRB,R,?,COL,3696,1576,72,38,false,false,89,1
R,180,UKR,R,178,ITA,1918,641,981,1288,true,false,17,1
R,196,CAN,R,190,GBR,3040,608,3999,1441,true,false,5,3
R,203,RSA,R,183,SUI,2854,763,3306,1393,false,true,15,1
R,185,SUI,R,188,GER,8386,2070,4615,2401,true,false,4,3
R,206,USA,L,188,ESP,5514,812,3297,2574,false,true,20,2
R,190,LAT,R,?,ESP,2907,1212,239,200,true,false,31,0
R,185,FRA,L,188,ESP,2589,1525,6451,2202,true,false,28,0
R,188,SRB,R,198,CRO,3698,1579,3069,1132,true,false,24,1
R,180,UKR,R,196,CAN,1924,646,3044,611,false,false,20,2
R,185,SUI,R,203,RSA,8389,2070,2857,764,true,false,10,5
R,206,USA,R,190,LAT,5527,815,2914,1219,false,true,9,3
R,188,SRB,R,185,FRA,3705,1582,2591,1527,true,false,63,6
R,185,SUI,R,180,UKR,8396,2071,1926,649,true,false,23,7
R,188,SRB,R,206,USA,3712,1584,5535,817,true,false,11,2
